grid_cell,ba,lat,lon,pr,distance_to_grid,population,surface_area_ofs,surface_area_ons
1,British Columbia.a,59.5,-139.375,British Columbia,596.2019166,0,0,195.08
10,British Columbia.a,59.5,-136.25,British Columbia,449.801978,0,0,1170.51
100,British Columbia.a,54.5,-130,British Columbia,30.5074273,0,0,2011.48
1000,Saskatchewan.a,52.5,-104.375,Saskatchewan,47.8630092,5846,0,2343.98
1001,Saskatchewan.a,52,-104.375,Saskatchewan,100.3481655,2424,0,2370.79
1002,Saskatchewan.a,51.5,-104.375,Saskatchewan,100.8966041,4491,0,1917.94
1003,Saskatchewan.a,51,-104.375,Saskatchewan,64.4399075,2288,0,2423.87
1004,Saskatchewan.a,50.5,-104.375,Saskatchewan,14.5300099,13797,0,2450.13
1005,Saskatchewan.a,50,-104.375,Saskatchewan,49.5165508,8299,0,2476.21
1006,Saskatchewan.a,49.5,-104.375,Saskatchewan,37.6689352,13702,0,2502.1
1007,Saskatchewan.a,49,-104.375,Saskatchewan,79.3371903,1820,0,2527.79
1008,Saskatchewan.a,59.5,-103.75,Saskatchewan,276.09491,0,0,1950.85
1009,Saskatchewan.a,59,-103.75,Saskatchewan,226.6327228,0,0,1979.97
101,British Columbia.a,54,-130,British Columbia,11.6590394,0,0,2036.24
1010,Saskatchewan.a,58.5,-103.75,Saskatchewan,180.7702351,0,0,1607.15
1011,Saskatchewan.a,58,-103.75,Saskatchewan,142.0382343,0,0,407.55
1012,Saskatchewan.a,57.5,-103.75,Saskatchewan,117.7002016,0,0,1033.2
1013,Saskatchewan.a,57,-103.75,Saskatchewan,117.1038439,0,0,2094.91
1014,Saskatchewan.a,56.5,-103.75,Saskatchewan,138.477962,0,0,1910.92
1015,Saskatchewan.a,56,-103.75,Saskatchewan,101.7474628,1079,0,1721.14
1016,Saskatchewan.a,55.5,-103.75,Saskatchewan,87.8106578,0,0,2179.44
1017,Saskatchewan.a,55,-103.75,Saskatchewan,148.0938812,0,0,1986.57
1018,Saskatchewan.a,54.5,-103.75,Saskatchewan,93.9224904,875,0,1340.99
1019,Saskatchewan.a,54,-103.75,Saskatchewan,43.5108144,0,0,2262.49
102,British Columbia.a,53.5,-130,British Columbia,56.5352589,31,0,2060.85
1020,Saskatchewan.a,53.5,-103.75,Saskatchewan,27.8158416,139,0,1831.86
1021,Saskatchewan.a,53,-103.75,Saskatchewan,23.5104081,2511,0,2316.99
1022,Saskatchewan.a,52.5,-103.75,Saskatchewan,46.3450479,1900,0,2343.98
1023,Saskatchewan.a,52,-103.75,Saskatchewan,99.6249197,2395,0,2133.71
1024,Saskatchewan.a,51.5,-103.75,Saskatchewan,96.6052226,3654,0,2157.68
1025,Saskatchewan.a,51,-103.75,Saskatchewan,84.6723378,1565,0,2423.87
1026,Saskatchewan.a,50.5,-103.75,Saskatchewan,57.0996633,5578,0,2205.12
1027,Saskatchewan.a,50,-103.75,Saskatchewan,41.1231125,3083,0,2228.59
1028,Saskatchewan.a,49.5,-103.75,Saskatchewan,19.3323816,1099,0,2502.1
1029,Saskatchewan.a,49,-103.75,Saskatchewan,72.3776304,1992,0,2527.79
103,British Columbia.a,53,-130,British Columbia,110.7675028,0,1158.5,1158.5
1030,Saskatchewan.a,59.5,-103.125,Saskatchewan,292.5804629,0,0,1560.68
1031,Saskatchewan.a,59,-103.125,Saskatchewan,246.7283532,0,0,1979.97
1032,Saskatchewan.a,58.5,-103.125,Saskatchewan,205.7362896,0,0,1808.04
1033,Saskatchewan.a,58,-103.125,Saskatchewan,278.7893577,1279,0,1426.42
1034,Saskatchewan.a,57.5,-103.125,Saskatchewan,224.2439544,0,0,1653.12
1035,Saskatchewan.a,57,-103.125,Saskatchewan,170.3796735,0,0,1256.94
1036,Saskatchewan.a,56.5,-103.125,Saskatchewan,118.131927,0,0,1061.62
1037,Saskatchewan.a,56,-103.125,Saskatchewan,71.1555209,0,0,1721.14
1038,Saskatchewan.a,55.5,-103.125,Saskatchewan,48.5087737,0,0,2179.44
1039,Saskatchewan.a,55,-103.125,Saskatchewan,76.3225463,2296,0,1545.11
104,British Columbia.a,52.5,-130,British Columbia,165.9059504,0,2343.98,0
1040,Saskatchewan.a,54.5,-103.125,Saskatchewan,91.341094,0,0,1340.99
1041,Saskatchewan.a,54,-103.125,Saskatchewan,37.5384249,0,0,1583.74
1042,Saskatchewan.a,53.5,-103.125,Saskatchewan,25.6362283,0,0,1602.88
1043,Saskatchewan.a,53,-103.125,Saskatchewan,78.0220739,1859,0,2316.99
1044,Saskatchewan.a,52.5,-103.125,Saskatchewan,74.523064,786,0,2343.98
1045,Saskatchewan.a,52,-103.125,Saskatchewan,101.6585031,1041,0,2370.79
1046,Saskatchewan.a,51.5,-103.125,Saskatchewan,58.2576914,3849,0,2157.68
1047,Saskatchewan.a,51,-103.125,Saskatchewan,51.3372218,3088,0,2423.87
1048,Saskatchewan.a,50.5,-103.125,Saskatchewan,39.9548671,7908,0,2450.13
1049,Saskatchewan.a,50,-103.125,Saskatchewan,21.7407864,4618,0,2476.21
105,British Columbia.a,52,-130,British Columbia,221.2741955,0,2370.79,0
1050,Saskatchewan.a,49.5,-103.125,Saskatchewan,45.4313761,1917,0,2502.1
1051,Saskatchewan.a,49,-103.125,Saskatchewan,7.3390311,14794,0,2527.79
1052,Saskatchewan.a,59.5,-102.5,Saskatchewan,370.4148864,0,0,1560.68
1053,Saskatchewan.a,59,-102.5,Saskatchewan,316.5775133,0,0,1979.97
1054,Saskatchewan.a,58.5,-102.5,Saskatchewan,263.4715179,0,0,2008.93
1055,Saskatchewan.a,58,-102.5,Saskatchewan,211.6481625,0,0,1833.97
1056,Saskatchewan.a,57.5,-102.5,Saskatchewan,162.3404875,0,0,206.64
1057,Saskatchewan.a,57,-102.5,Saskatchewan,163.8743209,0,0,209.49
1058,Saskatchewan.a,56.5,-102.5,Saskatchewan,108.4053132,0,0,1061.62
1059,Saskatchewan.a,56,-102.5,Saskatchewan,53.2050986,0,0,2151.43
106,British Columbia.a,59.5,-129.375,British Columbia,197.7559375,0,0,1950.85
1060,Saskatchewan.a,55.5,-102.5,Saskatchewan,9.5919128,481,0,1961.5
1061,Saskatchewan.a,55,-102.5,Saskatchewan,59.4590512,671,0,1986.57
1062,Saskatchewan.a,54.5,-102.5,Saskatchewan,50.1405111,1902,0,1564.48
1063,Saskatchewan.a,54,-102.5,Saskatchewan,56.9672006,20,0,1357.49
1064,Saskatchewan.a,53.5,-102.5,Saskatchewan,54.1736269,1288,0,1373.9
1065,Saskatchewan.a,53,-102.5,Saskatchewan,93.8421034,0,0,2085.29
1066,Saskatchewan.a,52.5,-102.5,Saskatchewan,146.0650202,2548,0,2343.98
1067,Saskatchewan.a,52,-102.5,Saskatchewan,90.4904244,631,0,2370.79
1068,Saskatchewan.a,51.5,-102.5,Saskatchewan,34.988555,7297,0,2397.42
1069,Saskatchewan.a,51,-102.5,Saskatchewan,21.024661,18012,0,2423.87
107,British Columbia.a,59,-129.375,British Columbia,142.6957451,39,0,1979.97
1070,Saskatchewan.a,50.5,-102.5,Saskatchewan,50.9456277,6320,0,2450.13
1071,Saskatchewan.a,50,-102.5,Saskatchewan,7.4539422,3107,0,2476.21
1072,Saskatchewan.a,49.5,-102.5,Saskatchewan,60.8097016,5325,0,2502.1
1073,Saskatchewan.a,49,-102.5,Saskatchewan,27.8239016,2645,0,2527.79
1074,Manitoba.a,59.5,-101.875,Manitoba,364.0604461,0,0,1950.85
1075,Manitoba.a,59,-101.875,Manitoba,309.0079239,0,0,1979.97
1076,Manitoba.a,58.5,-101.875,Manitoba,254.192506,641,0,1004.47
1077,Manitoba.a,58,-101.875,Manitoba,199.8094283,0,0,1833.97
1078,Manitoba.a,57.5,-101.875,Manitoba,146.3414832,0,0,1239.84
1079,Manitoba.a,57,-101.875,Manitoba,95.3409477,0,0,2094.91
108,British Columbia.a,58.5,-129.375,British Columbia,88.3112043,0,0,1808.04
1080,Manitoba.a,56.5,-101.875,Manitoba,54.2771356,0,0,1698.6
1081,Manitoba.a,56,-101.875,Manitoba,60.4628052,0,0,2151.43
1082,Manitoba.a,55.5,-101.875,Manitoba,30.4566156,0,0,1525.61
1083,Manitoba.a,55,-101.875,Manitoba,22.8358548,0,0,1545.11
1084,Manitoba.a,54.5,-101.875,Manitoba,30.5919377,5099,0,893.99
1085,Manitoba.a,54,-101.875,Manitoba,31.6035231,69,0,1131.24
1086,Manitoba.a,53.5,-101.875,Manitoba,25.717865,4555,0,1831.86
1087,Manitoba.a,53,-101.875,Manitoba,80.6609441,0,0,2316.99
1088,Manitoba.a,52.5,-101.875,Manitoba,70.6791729,25,0,1875.19
1089,Manitoba.a,52,-101.875,Manitoba,56.5960203,7089,0,2370.79
109,British Columbia.a,58,-129.375,British Columbia,37.6535559,0,0,2037.75
1090,Manitoba.a,51.5,-101.875,Manitoba,40.4816356,220,0,2397.42
1091,Manitoba.a,51,-101.875,Manitoba,32.5236981,4268,0,2181.48
1092,Saskatchewan.a,50.5,-101.875,Saskatchewan,10.7749159,5829,0,2450.13
1093,Saskatchewan.a,50,-101.875,Saskatchewan,39.3941502,5242,0,2476.21
1094,Saskatchewan.a,49.5,-101.875,Saskatchewan,34.8059923,2345,0,2502.1
1095,Saskatchewan.a,49,-101.875,Saskatchewan,65.242294,3058,0,2527.79
1096,Manitoba.a,59.5,-101.25,Manitoba,361.3831727,0,0,1560.68
1097,Manitoba.a,59,-101.25,Manitoba,305.8026925,0,0,1583.97
1098,Manitoba.a,58.5,-101.25,Manitoba,250.2297513,0,0,1808.04
1099,Manitoba.a,58,-101.25,Manitoba,194.6708057,0,0,1833.97
11,British Columbia.a,59,-136.25,British Columbia,415.4108891,0,0,19.8
110,British Columbia.a,57.5,-129.375,British Columbia,34.9118899,0,0,2066.41
1100,Manitoba.a,57.5,-101.25,Manitoba,139.1426216,0,0,2066.41
1101,Manitoba.a,57,-101.25,Manitoba,83.7064402,0,0,2094.91
1102,Manitoba.a,56.5,-101.25,Manitoba,28.8967049,579,0,1486.27
1103,Manitoba.a,56,-101.25,Manitoba,29.0761656,0,0,1506
1104,Manitoba.a,55.5,-101.25,Manitoba,43.3950333,0,0,1307.67
1105,Manitoba.a,55,-101.25,Manitoba,15.8314004,0,0,1103.65
1106,Manitoba.a,54.5,-101.25,Manitoba,14.0181227,0,0,893.99
1107,Manitoba.a,54,-101.25,Manitoba,18.7998022,0,0,905
1108,Manitoba.a,53.5,-101.25,Manitoba,36.8335212,6160,0,1144.91
1109,Manitoba.a,53,-101.25,Manitoba,18.8687439,0,0,1158.5
111,British Columbia.a,57,-129.375,British Columbia,84.8647051,0,0,2094.91
1110,Manitoba.a,52.5,-101.25,Manitoba,45.9971099,1401,0,937.59
1111,Manitoba.a,52,-101.25,Manitoba,17.0492925,1726,0,1896.63
1112,Manitoba.a,51.5,-101.25,Manitoba,32.3856446,95,0,2397.42
1113,Manitoba.a,51,-101.25,Manitoba,24.2661546,1779,0,2423.87
1114,Manitoba.a,50.5,-101.25,Manitoba,16.6378908,3824,0,2450.13
1115,Manitoba.a,50,-101.25,Manitoba,26.4796576,3847,0,2476.21
1116,Manitoba.a,49.5,-101.25,Manitoba,10.3479557,8849,0,2251.89
1117,Manitoba.a,49,-101.25,Manitoba,56.0439489,2811,0,2527.79
1118,Manitoba.a,59.5,-100.625,Manitoba,337.534467,0,0,1170.51
1119,Manitoba.a,59,-100.625,Manitoba,282.3845329,0,0,1187.98
112,British Columbia.a,56.5,-129.375,British Columbia,43.442627,48,0,2123.25
1120,Manitoba.a,58.5,-100.625,Manitoba,227.4524362,0,0,2008.93
1121,Manitoba.a,58,-100.625,Manitoba,172.9458739,0,0,2037.75
1122,Manitoba.a,57.5,-100.625,Manitoba,119.4488101,0,0,2066.41
1123,Manitoba.a,57,-100.625,Manitoba,69.3385857,0,0,2094.91
1124,Manitoba.a,56.5,-100.625,Manitoba,41.06067,149,0,1273.95
1125,Manitoba.a,56,-100.625,Manitoba,41.3227476,0,0,1290.86
1126,Manitoba.a,55.5,-100.625,Manitoba,52.4383885,0,0,1743.56
1127,Manitoba.a,55,-100.625,Manitoba,33.5894946,0,0,1765.84
1128,Manitoba.a,54.5,-100.625,Manitoba,52.4897345,0,0,670.49
1129,Manitoba.a,54,-100.625,Manitoba,44.1777304,1712,0,678.75
113,British Columbia.a,56,-129.375,British Columbia,12.0669533,0,0,1936.29
1130,Manitoba.a,53.5,-100.625,Manitoba,50.6404931,992,0,457.97
1131,Manitoba.a,53,-100.625,Manitoba,35.5528926,0,0,463.4
1132,Manitoba.a,52.5,-100.625,Manitoba,53.36647,0,0,937.59
1133,Manitoba.a,52,-100.625,Manitoba,32.1125915,700,0,1185.4
1134,Manitoba.a,51.5,-100.625,Manitoba,55.4348594,1091,0,1917.94
1135,Manitoba.a,51,-100.625,Manitoba,40.2068847,9788,0,2423.87
1136,Manitoba.a,50.5,-100.625,Manitoba,14.334402,2536,0,2205.12
1137,Manitoba.a,50,-100.625,Manitoba,29.3051384,3769,0,2476.21
1138,Manitoba.a,49.5,-100.625,Manitoba,34.232218,7086,0,2502.1
1139,Manitoba.a,49,-100.625,Manitoba,68.1950844,5370,0,2275.01
114,British Columbia.a,55.5,-129.375,British Columbia,7.1548588,0,0,2179.44
1140,Manitoba.a,59.5,-100,Manitoba,335.448697,0,0,975.42
1141,Manitoba.a,59,-100,Manitoba,279.8513795,0,0,1385.98
1142,Manitoba.a,58.5,-100,Manitoba,224.2541342,0,0,1607.15
1143,Manitoba.a,58,-100,Manitoba,168.6570326,0,0,2037.75
1144,Manitoba.a,57.5,-100,Manitoba,113.0602867,0,0,2066.41
1145,Manitoba.a,57,-100,Manitoba,57.4649286,0,0,2094.91
1146,Manitoba.a,56.5,-100,Manitoba,1.9908417,0,0,1698.6
1147,Manitoba.a,56,-100,Manitoba,53.7388566,351,0,1721.14
1148,Manitoba.a,55.5,-100,Manitoba,68.1801614,0,0,1743.56
1149,Manitoba.a,55,-100,Manitoba,12.5836537,0,0,2207.29
115,British Columbia.a,55,-129.375,British Columbia,49.3866849,0,0,2207.29
1150,Manitoba.a,54.5,-100,Manitoba,40.6852531,1088,0,1564.48
1151,Manitoba.a,54,-100,Manitoba,51.648721,0,0,1583.74
1152,Manitoba.a,53.5,-100,Manitoba,60.6252513,0,0,1602.88
1153,Manitoba.a,53,-100,Manitoba,50.8868089,1264,0,1158.5
1154,Manitoba.a,52.5,-100,Manitoba,87.667294,27,0,1171.99
1155,Manitoba.a,52,-100,Manitoba,96.824946,0,0,1422.48
1156,Manitoba.a,51.5,-100,Manitoba,41.4936265,1926,0,1198.71
1157,Manitoba.a,51,-100,Manitoba,15.8280075,4913,0,1696.71
1158,Manitoba.a,50.5,-100,Manitoba,31.2174036,1760,0,2205.12
1159,Manitoba.a,50,-100,Manitoba,14.1422476,11506,0,2476.21
116,British Columbia.a,54.5,-129.375,British Columbia,32.4530181,0,0,2011.48
1160,Manitoba.a,49.5,-100,Manitoba,19.0204203,63049,0,2502.1
1161,Manitoba.a,49,-100,Manitoba,32.1541934,5145,0,2275.01
1162,Manitoba.a,59.5,-99.375,Manitoba,337.3877722,0,0,1560.68
1163,Manitoba.a,59,-99.375,Manitoba,282.2066051,0,0,1781.97
1164,Manitoba.a,58.5,-99.375,Manitoba,227.2283231,0,0,1808.04
1165,Manitoba.a,58,-99.375,Manitoba,172.6468577,0,0,2037.75
1166,Manitoba.a,57.5,-99.375,Manitoba,119.0094445,0,0,2066.41
1167,Manitoba.a,57,-99.375,Manitoba,68.5685212,0,0,1675.93
1168,Manitoba.a,56.5,-99.375,Manitoba,37.7110079,835,0,1061.62
1169,Manitoba.a,56,-99.375,Manitoba,14.5122819,0,0,2151.43
117,British Columbia.a,54,-129.375,British Columbia,23.5556341,0,0,2262.49
1170,Manitoba.a,55.5,-99.375,Manitoba,41.8323761,2397,0,1525.61
1171,Manitoba.a,55,-99.375,Manitoba,39.7038981,0,0,2207.29
1172,Manitoba.a,54.5,-99.375,Manitoba,22.9556602,0,0,1787.98
1173,Manitoba.a,54,-99.375,Manitoba,15.5525064,0,0,2262.49
1174,Manitoba.a,53.5,-99.375,Manitoba,38.2589079,0,0,1373.9
1175,Manitoba.a,53,-99.375,Manitoba,18.7563786,1160,0,695.1
1176,Manitoba.a,52.5,-99.375,Manitoba,73.634323,0,0,1875.19
1177,Manitoba.a,52,-99.375,Manitoba,108.4930752,0,0,2133.71
1178,Manitoba.a,51.5,-99.375,Manitoba,64.3738257,438,0,1438.45
1179,Manitoba.a,51,-99.375,Manitoba,51.954417,1608,0,1454.32
118,British Columbia.a,53.5,-129.375,British Columbia,58.7275417,0,0,1602.88
1180,Manitoba.a,50.5,-99.375,Manitoba,30.9435534,1210,0,1960.11
1181,Manitoba.a,50,-99.375,Manitoba,6.4214983,4406,0,2476.21
1182,Manitoba.a,49.5,-99.375,Manitoba,7.7817079,6921,0,2502.1
1183,Manitoba.a,49,-99.375,Manitoba,13.4403035,7259,0,2275.01
1184,Manitoba.a,59.5,-98.75,Manitoba,343.2833321,0,0,1560.68
1185,Manitoba.a,59,-98.75,Manitoba,289.3306615,0,0,1781.97
1186,Manitoba.a,58.5,-98.75,Manitoba,236.141651,0,0,1205.36
1187,Manitoba.a,58,-98.75,Manitoba,184.3783857,0,0,2037.75
1188,Manitoba.a,57.5,-98.75,Manitoba,135.6825747,0,0,1446.48
1189,Manitoba.a,57,-98.75,Manitoba,124.1668751,0,0,837.96
119,British Columbia.a,53,-129.375,British Columbia,111.9156301,124,0,1621.9
1190,Manitoba.a,56.5,-98.75,Manitoba,68.6370464,0,0,1910.92
1191,Manitoba.a,56,-98.75,Manitoba,13.6685839,0,0,1936.29
1192,Manitoba.a,55.5,-98.75,Manitoba,16.6825046,0,0,1961.5
1193,Manitoba.a,55,-98.75,Manitoba,45.6086702,0,0,1765.84
1194,Manitoba.a,54.5,-98.75,Manitoba,32.2020245,0,0,1787.98
1195,Manitoba.a,54,-98.75,Manitoba,34.0953883,0,0,1131.24
1196,Manitoba.a,53.5,-98.75,Manitoba,53.5835476,0,0,457.97
1197,Manitoba.a,53,-98.75,Manitoba,39.9958491,0,0,115.85
1198,Manitoba.a,52.5,-98.75,Manitoba,81.7576262,0,0,234.4
1199,Manitoba.a,52,-98.75,Manitoba,91.0524848,0,0,1896.63
12,British Columbia.a,59.5,-135.625,British Columbia,423.948573,0,0,1170.51
120,British Columbia.a,52.5,-129.375,British Columbia,166.6835931,0,1171.99,1171.99
1200,Manitoba.a,51.5,-98.75,Manitoba,39.2829536,2783,0,1678.2
1201,Manitoba.a,51,-98.75,Manitoba,31.2710456,0,0,1696.71
1202,Manitoba.a,50.5,-98.75,Manitoba,61.7205653,3497,0,980.05
1203,Manitoba.a,50,-98.75,Manitoba,6.2144764,0,0,1238.1
1204,Manitoba.a,49.5,-98.75,Manitoba,15.6374861,23592,0,2502.1
1205,Manitoba.a,49,-98.75,Manitoba,39.4677328,3924,0,2527.79
1206,Manitoba.a,59.5,-98.125,Manitoba,352.9366751,0,0,1365.59
1207,Manitoba.a,59,-98.125,Manitoba,300.8844284,0,0,1583.97
1208,Manitoba.a,58.5,-98.125,Manitoba,293.8979116,0,0,1607.15
1209,Manitoba.a,58,-98.125,Manitoba,239.0559379,0,0,2037.75
121,British Columbia.a,52,-129.375,British Columbia,164.8847731,0,2370.79,0
1210,Manitoba.a,57.5,-98.125,Manitoba,184.6660772,0,0,2066.41
1211,Manitoba.a,57,-98.125,Manitoba,139.9568924,0,0,1675.93
1212,Manitoba.a,56.5,-98.125,Manitoba,85.2200218,0,0,1698.6
1213,Manitoba.a,56,-98.125,Manitoba,35.3880511,0,0,1936.29
1214,Manitoba.a,55.5,-98.125,Manitoba,25.6474834,13035,0,1743.56
1215,Manitoba.a,55,-98.125,Manitoba,51.1741992,0,0,1324.38
1216,Manitoba.a,54.5,-98.125,Manitoba,7.876412,4673,0,1340.99
1217,Manitoba.a,54,-98.125,Manitoba,60.7242204,0,0,1357.49
1218,Manitoba.a,53.5,-98.125,Manitoba,116.1678867,5390,0,1373.9
1219,Manitoba.a,53,-98.125,Manitoba,79.5799662,0,0,231.7
122,British Columbia.a,51.5,-129.375,British Columbia,124.1188504,0,2397.42,0
1220,Manitoba.a,52.5,-98.125,Manitoba,145.7523734,0,0,0
1221,Manitoba.a,52,-98.125,Manitoba,91.1837943,0,0,237.08
1222,Manitoba.a,51.5,-98.125,Manitoba,39.5897143,213,0,1678.2
1223,Manitoba.a,51,-98.125,Manitoba,31.6597187,6220,0,2181.48
1224,Manitoba.a,50.5,-98.125,Manitoba,64.2938292,3541,0,2205.12
1225,Manitoba.a,50,-98.125,Manitoba,13.797077,5339,0,1980.97
1226,Manitoba.a,49.5,-98.125,Manitoba,28.1044435,12967,0,2502.1
1227,Manitoba.a,49,-98.125,Manitoba,24.4000074,43886,0,2527.79
1228,Manitoba.a,59.5,-97.5,Manitoba,211.2488318,0,0,1755.76
1229,Manitoba.a,59,-97.5,Manitoba,314.9495301,0,0,1781.97
123,British Columbia.a,50.5,-129.375,British Columbia,101.9192906,0,2450.13,0
1230,Manitoba.a,58.5,-97.5,Manitoba,261.7298074,0,0,1808.04
1231,Manitoba.a,58,-97.5,Manitoba,225.5335955,0,0,2037.75
1232,Manitoba.a,57.5,-97.5,Manitoba,172.5541205,0,0,2066.41
1233,Manitoba.a,57,-97.5,Manitoba,140.0742208,0,0,1675.93
1234,Manitoba.a,56.5,-97.5,Manitoba,85.415141,0,0,2123.25
1235,Manitoba.a,56,-97.5,Manitoba,33.9535099,0,0,2151.43
1236,Manitoba.a,55.5,-97.5,Manitoba,34.5263802,0,0,1743.56
1237,Manitoba.a,55,-97.5,Manitoba,61.0595337,0,0,1765.84
1238,Manitoba.a,54.5,-97.5,Manitoba,34.4278797,0,0,2234.98
1239,Manitoba.a,54,-97.5,Manitoba,69.457815,0,0,1809.99
124,British Columbia.a,59.5,-128.75,British Columbia,205.0837682,119,0,1950.85
1240,Manitoba.a,53.5,-97.5,Manitoba,121.0189826,0,0,2289.83
1241,Manitoba.a,53,-97.5,Manitoba,175.0682642,0,0,2085.29
1242,Manitoba.a,52.5,-97.5,Manitoba,157.9621684,0,0,1640.79
1243,Manitoba.a,52,-97.5,Manitoba,126.7397772,1161,0,474.16
1244,Manitoba.a,51.5,-97.5,Manitoba,72.3404916,3106,0,479.48
1245,Manitoba.a,51,-97.5,Manitoba,24.1962474,4769,0,2181.48
1246,Manitoba.a,50.5,-97.5,Manitoba,42.3286519,9815,0,1960.11
1247,Manitoba.a,50,-97.5,Manitoba,5.2501892,46019,0,2228.59
1248,Manitoba.a,49.5,-97.5,Manitoba,16.8513691,786469,0,2502.1
1249,Manitoba.a,49,-97.5,Manitoba,16.038265,14626,0,2527.79
125,British Columbia.a,59,-128.75,British Columbia,152.8313,0,0,1979.97
1250,Manitoba.a,59.5,-96.875,Manitoba,179.1789689,0,0,1950.85
1251,Manitoba.a,59,-96.875,Manitoba,161.5919811,0,0,1781.97
1252,Manitoba.a,58.5,-96.875,Manitoba,252.7338872,0,0,2008.93
1253,Manitoba.a,58,-96.875,Manitoba,198.2429134,0,0,2037.75
1254,Manitoba.a,57.5,-96.875,Manitoba,144.5964846,0,0,2066.41
1255,Manitoba.a,57,-96.875,Manitoba,108.6818147,0,0,2094.91
1256,Manitoba.a,56.5,-96.875,Manitoba,55.1759666,0,0,2123.25
1257,Manitoba.a,56,-96.875,Manitoba,21.4282829,0,0,1506
1258,Manitoba.a,55.5,-96.875,Manitoba,63.6874315,0,0,2179.44
1259,Manitoba.a,55,-96.875,Manitoba,117.6228725,0,0,1986.57
126,British Columbia.a,58.5,-128.75,British Columbia,104.1029839,0,0,2008.93
1260,Manitoba.a,54.5,-96.875,Manitoba,74.5811111,0,0,2234.98
1261,Manitoba.a,54,-96.875,Manitoba,96.2023959,0,0,1809.99
1262,Manitoba.a,53.5,-96.875,Manitoba,138.3088383,0,0,2060.85
1263,Manitoba.a,53,-96.875,Manitoba,187.5783661,0,0,2085.29
1264,Manitoba.a,52.5,-96.875,Manitoba,158.831144,0,0,2109.58
1265,Manitoba.a,52,-96.875,Manitoba,105.8769987,0,0,2370.79
1266,Manitoba.a,51.5,-96.875,Manitoba,58.0914999,640,0,1917.94
1267,Manitoba.a,51,-96.875,Manitoba,27.8780776,759,0,727.16
1268,Manitoba.a,50.5,-96.875,Manitoba,28.5242022,1187,0,735.04
1269,Manitoba.a,50,-96.875,Manitoba,5.277171,20741,0,1980.97
127,British Columbia.a,58,-128.75,British Columbia,67.0777677,0,0,2037.75
1270,Manitoba.a,49.5,-96.875,Manitoba,11.0571266,54339,0,2502.1
1271,Manitoba.a,49,-96.875,Manitoba,29.389485,25672,0,2527.79
1272,Manitoba.a,59.5,-96.25,Manitoba,148.7495125,0,0,1950.85
1273,Manitoba.a,59,-96.25,Manitoba,126.4360856,0,0,1979.97
1274,Manitoba.a,58.5,-96.25,Manitoba,126.5983113,0,0,2008.93
1275,Manitoba.a,58,-96.25,Manitoba,193.5207301,74,0,2037.75
1276,Manitoba.a,57.5,-96.25,Manitoba,137.9584726,0,0,2066.41
1277,Manitoba.a,57,-96.25,Manitoba,82.4436867,0,0,2094.91
1278,Manitoba.a,56.5,-96.25,Manitoba,27.2678736,0,0,1910.92
1279,Manitoba.a,56,-96.25,Manitoba,29.5341587,2749,0,1721.14
128,British Columbia.a,57.5,-128.75,British Columbia,65.9044255,0,0,2066.41
1280,Manitoba.a,55.5,-96.25,Manitoba,62.7351615,0,0,1961.5
1281,Manitoba.a,55,-96.25,Manitoba,64.7060493,0,0,1324.38
1282,Manitoba.a,54.5,-96.25,Manitoba,80.0311411,0,0,1117.49
1283,Manitoba.a,54,-96.25,Manitoba,84.2170396,0,0,2036.24
1284,Manitoba.a,53.5,-96.25,Manitoba,93.4442806,0,0,1831.86
1285,Manitoba.a,53,-96.25,Manitoba,128.6583142,0,0,2316.99
1286,Manitoba.a,52.5,-96.25,Manitoba,154.0686681,0,0,2109.58
1287,Manitoba.a,52,-96.25,Manitoba,98.5035904,0,0,2370.79
1288,Manitoba.a,51.5,-96.25,Manitoba,43.0222629,0,0,2157.68
1289,Manitoba.a,51,-96.25,Manitoba,13.4546592,0,0,2423.87
129,British Columbia.a,57,-128.75,British Columbia,111.8320322,0,0,2094.91
1290,Manitoba.a,50.5,-96.25,Manitoba,9.0208912,3366,0,2450.13
1291,Manitoba.a,50,-96.25,Manitoba,11.3231062,10039,0,2228.59
1292,Manitoba.a,49.5,-96.25,Manitoba,20.1356172,2974,0,2502.1
1293,Manitoba.a,49,-96.25,Manitoba,24.5862538,1843,0,2275.01
1294,Manitoba.a,59.5,-95.625,Manitoba,121.2059713,0,0,1950.85
1295,Manitoba.a,59,-95.625,Manitoba,91.8742267,0,0,1979.97
1296,Manitoba.a,58.5,-95.625,Manitoba,91.5020649,0,0,2008.93
1297,Manitoba.a,58,-95.625,Manitoba,120.3584252,0,0,2037.75
1298,Manitoba.a,57.5,-95.625,Manitoba,131.1804844,0,0,2066.41
1299,Manitoba.a,57,-95.625,Manitoba,76.4350877,0,0,2094.91
13,British Columbia.a,59,-135.625,British Columbia,386.8407956,0,0,99
130,British Columbia.a,56.5,-128.75,British Columbia,58.4914005,0,0,2123.25
1300,Manitoba.a,56.5,-95.625,Manitoba,25.660596,0,0,2123.25
1301,Manitoba.a,56,-95.625,Manitoba,13.365383,60,0,1506
1302,Manitoba.a,55.5,-95.625,Manitoba,68.3712143,0,0,2179.44
1303,Manitoba.a,55,-95.625,Manitoba,25.6552829,0,0,1986.57
1304,Manitoba.a,54.5,-95.625,Manitoba,53.2205717,2162,0,1117.49
1305,Manitoba.a,54,-95.625,Manitoba,44.3701695,0,0,1357.49
