grid_cell,ba,lat,lon,pr,distance_to_grid,population,surface_area_ofs,surface_area_ons
2463,Quebec.b,52,-67.5,Quebec,38.095526,0,0,2370.79
2464,Quebec.b,51.5,-67.5,Quebec,42.6088379,0,0,2397.42
2465,Quebec.b,51,-67.5,Quebec,59.5549302,0,0,2181.48
2466,Quebec.b,50.5,-67.5,Quebec,56.0377364,113,0,2205.12
2467,Quebec.b,50,-67.5,Quebec,37.9645714,0,0,2476.21
2468,Quebec.b,49.5,-67.5,Quebec,14.2807776,6516,1000.84,1501.26
2469,Quebec.a,49,-67.5,Quebec,31.8352654,438,2022.23,505.56
247,British Columbia.a,51,-125.625,British Columbia,106.1537304,0,0,2423.87
2470,Quebec.a,48.5,-67.5,Quebec,5.1963319,4951,510.66,2042.64
2471,Quebec.a,48,-67.5,Quebec,16.0168015,10895,0,2578.61
2472,New Brunswick.a,47.5,-67.5,New Brunswick,6.6826372,6713,0,2603.72
2473,New Brunswick.a,47,-67.5,New Brunswick,8.4503099,1737,0,2628.63
2474,New Brunswick.a,46.5,-67.5,New Brunswick,10.4546793,5339,0,2653.35
2475,New Brunswick.a,46,-67.5,New Brunswick,12.4924396,14494,0,2677.86
2476,New Brunswick.a,45.5,-67.5,New Brunswick,17.3277572,7758,0,2431.95
2477,New Brunswick.a,45,-67.5,New Brunswick,23.9447713,14260,0,2181.02
2478,New Brunswick.a,44.5,-67.5,New Brunswick,76.8654856,949,0,550.03
2479,Quebec.b,59.5,-66.875,Quebec,603.14067,0,1950.85,0
248,British Columbia.a,50.5,-125.625,British Columbia,55.8810802,0,0,2450.13
2480,Quebec.b,59,-66.875,Quebec,552.3768629,0,1979.97,0
2481,Quebec.b,58.5,-66.875,Quebec,502.6341338,0,1406.25,602.68
2482,Quebec.b,58,-66.875,Quebec,563.5285427,0,0,2037.75
2483,Quebec.b,57.5,-66.875,Quebec,507.93112,0,0,2066.41
2484,Quebec.b,57,-66.875,Quebec,452.3337072,0,0,1885.42
2485,Quebec.b,56.5,-66.875,Quebec,396.7363085,0,0,1910.92
2486,Quebec.b,56,-66.875,Quebec,341.1389308,0,0,2151.43
2487,Quebec.b,55.5,-66.875,Quebec,285.5415865,0,0,1961.5
2488,Quebec.b,55,-66.875,Quebec,229.9442997,0,0,1324.38
2489,Newfoundland and Labrador.b,54.5,-66.875,Newfoundland and Labrador,174.3471255,1567,0,893.99
249,British Columbia.a,50,-125.625,British Columbia,2.8258137,36482,0,1733.35
2490,Newfoundland and Labrador.b,54,-66.875,Newfoundland and Labrador,118.7502218,0,0,1131.24
2491,Newfoundland and Labrador.b,53.5,-66.875,Newfoundland and Labrador,63.1543033,0,0,1831.86
2492,Newfoundland and Labrador.b,53,-66.875,Newfoundland and Labrador,7.581075,0,0,1158.5
2493,Quebec.b,52.5,-66.875,Quebec,48.0482592,0,0,1171.99
2494,Quebec.b,52,-66.875,Quebec,51.0595579,0,0,2133.71
2495,Quebec.b,51.5,-66.875,Quebec,87.540471,0,0,2397.42
2496,Quebec.b,51,-66.875,Quebec,32.3695524,0,0,2181.48
2497,Quebec.b,50.5,-66.875,Quebec,24.7870016,0,0,2205.12
2498,Quebec.b,50,-66.875,Quebec,3.4255119,1550,742.86,1733.35
2499,Quebec.a,49.5,-66.875,Quebec,33.5166092,0,2502.1,0
25,British Columbia.a,59.5,-133.125,British Columbia,269.239388,0,0,1755.76
250,British Columbia.a,49.5,-125.625,British Columbia,33.0295508,17977,0,2001.68
2500,Quebec.a,49,-66.875,Quebec,10.5552011,8637,1769.45,758.34
2501,Quebec.a,48.5,-66.875,Quebec,33.0637725,5,0,2553.3
2502,Quebec.a,48,-66.875,Quebec,1.9395724,15737,0,2320.75
2503,New Brunswick.a,47.5,-66.875,New Brunswick,38.0331973,10284,0,2603.72
2504,New Brunswick.a,47,-66.875,New Brunswick,40.6385283,3835,0,2628.63
2505,New Brunswick.a,46.5,-66.875,New Brunswick,12.8381847,920,0,2653.35
2506,New Brunswick.a,46,-66.875,New Brunswick,4.1568586,10498,0,2677.86
2507,New Brunswick.a,45.5,-66.875,New Brunswick,9.3434112,103836,0,2702.17
2508,New Brunswick.a,45,-66.875,New Brunswick,8.4097887,11439,545.26,2181.02
2509,New Brunswick.a,44.5,-66.875,New Brunswick,22.1654648,2734,2750.17,0
251,British Columbia.a,49,-125.625,British Columbia,3.0545173,1853,0,2527.79
2510,Nova Scotia.a,44,-66.875,Nova Scotia,76.6817625,0,2773.86,0
2511,Nova Scotia.a,43.5,-66.875,Nova Scotia,71.7454482,0,2797.33,0
2512,Nova Scotia.a,43,-66.875,Nova Scotia,146.5085232,0,2820.59,0
2513,Quebec.b,59.5,-66.25,Quebec,678.7699901,0,1950.85,0
2514,Quebec.b,59,-66.25,Quebec,624.7092722,0,1781.97,198
2515,Quebec.b,58.5,-66.25,Quebec,570.9427573,956,803.57,1205.36
2516,Quebec.b,58,-66.25,Quebec,517.5621431,0,0,1833.97
2517,Quebec.b,57.5,-66.25,Quebec,464.700436,0,0,2066.41
2518,Quebec.b,57,-66.25,Quebec,454.1382821,0,0,2094.91
2519,Quebec.b,56.5,-66.25,Quebec,398.8196244,0,0,2123.25
252,British Columbia.a,48.5,-125.625,British Columbia,55.3091588,2518,2042.64,510.66
2520,Quebec.b,56,-66.25,Quebec,343.5908472,0,0,2151.43
2521,Quebec.b,55.5,-66.25,Quebec,288.5035729,0,0,2179.44
2522,Quebec.b,55,-66.25,Quebec,233.6579055,0,0,1765.84
2523,Newfoundland and Labrador.b,54.5,-66.25,Newfoundland and Labrador,179.2757262,0,0,1340.99
2524,Newfoundland and Labrador.b,54,-66.25,Newfoundland and Labrador,125.9587995,0,0,1357.49
2525,Newfoundland and Labrador.b,53.5,-66.25,Newfoundland and Labrador,75.9836583,0,0,1602.88
2526,Newfoundland and Labrador.b,53,-66.25,Newfoundland and Labrador,43.1680147,0,0,1621.9
2527,Newfoundland and Labrador.b,52.5,-66.25,Newfoundland and Labrador,58.2288383,0,0,1406.39
2528,Quebec.b,52,-66.25,Quebec,37.7052277,0,0,2133.71
2529,Quebec.b,51.5,-66.25,Quebec,56.5652564,0,0,2397.42
253,British Columbia.a,59.5,-125,British Columbia,157.007175,0,0,1950.85
2530,Quebec.b,51,-66.25,Quebec,48.9680583,0,0,2423.87
2531,Quebec.b,50.5,-66.25,Quebec,32.7083971,0,0,2450.13
2532,Quebec.b,50,-66.25,Quebec,23.6462594,26179,1238.1,1238.1
2533,Quebec.a,49.5,-66.25,Quebec,53.4931503,0,2502.1,0
2534,Quebec.a,49,-66.25,Quebec,11.1103501,810,1516.68,1011.12
2535,Quebec.a,48.5,-66.25,Quebec,37.5635962,167,0,2553.3
2536,Quebec.a,48,-66.25,Quebec,3.6516889,14602,515.72,2062.88
2537,New Brunswick.a,47.5,-66.25,New Brunswick,7.6437145,16744,781.12,1822.6
2538,New Brunswick.a,47,-66.25,New Brunswick,51.0869797,4807,0,2628.63
2539,New Brunswick.a,46.5,-66.25,New Brunswick,11.5368382,6102,0,2653.35
254,British Columbia.a,59,-125,British Columbia,135.6598122,0,0,1979.97
2540,New Brunswick.a,46,-66.25,New Brunswick,1.9786086,5768,0,2677.86
2541,New Brunswick.a,45.5,-66.25,New Brunswick,15.6892602,17068,0,2431.95
2542,New Brunswick.a,45,-66.25,New Brunswick,17.5379727,116033,1090.51,1635.77
2543,Nova Scotia.a,44.5,-66.25,Nova Scotia,28.7251245,2001,2200.14,550.03
2544,Nova Scotia.a,44,-66.25,Nova Scotia,18.0235865,14920,554.77,2219.09
2545,Nova Scotia.a,43.5,-66.25,Nova Scotia,39.3847946,24947,1118.93,1678.4
2546,Nova Scotia.a,43,-66.25,Nova Scotia,71.302761,725,2820.59,0
2547,Nova Scotia.a,42.5,-66.25,Nova Scotia,120.8166301,0,2843.64,0
2548,Quebec.b,59.5,-65.625,Quebec,671.9083974,0,0,1170.51
2549,Quebec.b,59,-65.625,Quebec,617.1382731,0,0,1583.97
255,British Columbia.a,58.5,-125,British Columbia,135.4148394,0,0,2008.93
2550,Quebec.b,58.5,-65.625,Quebec,562.5299419,0,0,1808.04
2551,Quebec.b,58,-65.625,Quebec,508.1355697,0,0,2037.75
2552,Quebec.b,57.5,-65.625,Quebec,454.0320621,0,0,2066.41
2553,Quebec.b,57,-65.625,Quebec,400.3373632,0,0,2094.91
2554,Quebec.b,56.5,-65.625,Quebec,347.2411706,0,0,2123.25
2555,Quebec.b,56,-65.625,Quebec,295.0667587,0,0,2151.43
2556,Quebec.b,55.5,-65.625,Quebec,244.4051743,0,0,2179.44
2557,Quebec.b,55,-65.625,Quebec,196.4304511,0,0,2207.29
2558,Newfoundland and Labrador.b,54.5,-65.625,Newfoundland and Labrador,153.6798323,0,0,1340.99
2559,Newfoundland and Labrador.b,54,-65.625,Newfoundland and Labrador,145.093114,0,0,1131.24
256,British Columbia.a,58,-125,British Columbia,153.4361804,0,0,2037.75
2560,Newfoundland and Labrador.b,53.5,-65.625,Newfoundland and Labrador,104.9847064,732,0,1144.91
2561,Newfoundland and Labrador.b,53,-65.625,Newfoundland and Labrador,99.9413296,0,0,1621.9
2562,Newfoundland and Labrador.b,52.5,-65.625,Newfoundland and Labrador,44.4797169,0,0,1640.79
2563,Newfoundland and Labrador.b,52,-65.625,Newfoundland and Labrador,12.2775207,0,0,2133.71
2564,Quebec.b,51.5,-65.625,Quebec,44.2353798,0,0,2157.68
2565,Quebec.b,51,-65.625,Quebec,79.2982911,0,0,2181.48
2566,Quebec.b,50.5,-65.625,Quebec,24.4255228,0,0,2205.12
2567,Quebec.b,50,-65.625,Quebec,32.9719076,0,1485.72,990.48
2568,Quebec.a,49.5,-65.625,Quebec,29.1411029,0,2502.1,0
2569,Quebec.a,49,-65.625,Quebec,9.7719717,2413,1516.68,1011.12
257,British Columbia.a,57.5,-125,British Columbia,119.7945743,0,0,2066.41
2570,Quebec.a,48.5,-65.625,Quebec,39.0984066,643,0,2553.3
2571,Quebec.a,48,-65.625,Quebec,19.5888428,10433,515.72,2062.88
2572,New Brunswick.a,47.5,-65.625,New Brunswick,8.0369989,21481,1301.86,1301.86
2573,New Brunswick.a,47,-65.625,New Brunswick,3.2147304,30070,525.73,2102.91
2574,New Brunswick.a,46.5,-65.625,New Brunswick,24.919038,10602,0,2653.35
2575,New Brunswick.a,46,-65.625,New Brunswick,9.2278846,6334,0,2677.86
2576,New Brunswick.a,45.5,-65.625,New Brunswick,7.8807196,17754,0,2702.17
2577,Nova Scotia.a,45,-65.625,Nova Scotia,28.951064,1497,2181.02,545.26
2578,Nova Scotia.a,44.5,-65.625,Nova Scotia,7.4869982,21393,550.03,2200.14
2579,Nova Scotia.a,44,-65.625,Nova Scotia,13.2234123,0,0,2496.47
258,British Columbia.a,57,-125,British Columbia,106.4913081,0,0,2094.91
2580,Nova Scotia.a,43.5,-65.625,Nova Scotia,2.6884249,12979,839.2,1958.13
2581,Nova Scotia.a,43,-65.625,Nova Scotia,58.1631781,0,2820.59,0
2582,Nova Scotia.a,42.5,-65.625,Nova Scotia,113.7578075,0,2843.64,0
2583,Quebec.b,59.5,-65,Quebec,667.1669777,0,0,1950.85
2584,Quebec.b,59,-65,Quebec,611.897525,0,0,1979.97
2585,Quebec.b,58.5,-65,Quebec,556.6931813,0,0,2008.93
2586,Quebec.b,58,-65,Quebec,501.5754452,0,0,2037.75
2587,Quebec.b,57.5,-65,Quebec,446.576386,0,0,2066.41
2588,Quebec.b,57,-65,Quebec,391.745992,0,0,2094.91
2589,Quebec.b,56.5,-65,Quebec,337.1665588,0,0,1910.92
259,British Columbia.a,56.5,-125,British Columbia,166.2105196,229,0,1910.92
2590,Quebec.b,56,-65,Quebec,282.9833337,0,0,1506
2591,Quebec.b,55.5,-65,Quebec,229.4771416,0,0,1961.5
2592,Quebec.b,55,-65,Quebec,177.2621296,0,0,1545.11
2593,Newfoundland and Labrador.b,54.5,-65,Newfoundland and Labrador,127.9291971,0,0,1564.48
2594,Newfoundland and Labrador.b,54,-65,Newfoundland and Labrador,86.5552374,0,0,678.75
2595,Newfoundland and Labrador.b,53.5,-65,Newfoundland and Labrador,69.279518,0,0,1144.91
2596,Newfoundland and Labrador.b,53,-65,Newfoundland and Labrador,110.2870644,0,0,1621.9
2597,Newfoundland and Labrador.b,52.5,-65,Newfoundland and Labrador,64.6408895,0,0,1640.79
2598,Newfoundland and Labrador.b,52,-65,Newfoundland and Labrador,48.7410983,0,0,2370.79
2599,Quebec.b,51.5,-65,Quebec,66.5200195,0,0,2157.68
26,British Columbia.a,59,-133.125,British Columbia,291.9184022,0,0,1979.97
260,British Columbia.a,56,-125,British Columbia,116.529671,0,0,1721.14
2600,Quebec.b,51,-65,Quebec,78.2012347,0,0,2181.48
2601,Quebec.b,50.5,-65,Quebec,23.6348763,0,0,2205.12
2602,Quebec.b,50,-65,Quebec,34.4083436,281,1485.72,990.48
2603,Quebec.a,49.5,-65,Quebec,36.0574895,0,2251.89,250.21
2604,Quebec.a,49,-65,Quebec,20.2395072,764,2022.23,505.56
2605,Quebec.a,48.5,-65,Quebec,27.401189,15063,0,2297.97
2606,Quebec.a,48,-65,Quebec,23.9991653,14124,1547.16,1031.44
2607,New Brunswick.a,47.5,-65,New Brunswick,5.163782,19553,1822.6,781.12
2608,New Brunswick.a,47,-65,New Brunswick,4.8817248,16043,2365.77,262.86
2609,New Brunswick.a,46.5,-65,New Brunswick,14.70407,11585,1857.34,796
261,British Columbia.a,55.5,-125,British Columbia,75.5933261,0,0,2179.44
2610,New Brunswick.a,46,-65,New Brunswick,2.3470487,172146,803.36,1874.5
2611,New Brunswick.a,45.5,-65,New Brunswick,31.8589196,16580,810.65,1891.52
2612,Nova Scotia.a,45,-65,Nova Scotia,3.9724641,24980,1363.14,1363.14
2613,Nova Scotia.a,44.5,-65,Nova Scotia,10.337414,30733,0,2750.17
2614,Nova Scotia.a,44,-65,Nova Scotia,16.259445,35478,554.77,2219.09
2615,Nova Scotia.a,43.5,-65,Nova Scotia,24.2514274,10422,2237.87,559.47
2616,Nova Scotia.a,43,-65,Nova Scotia,78.5875291,0,2820.59,0
2617,Quebec.b,59.5,-64.375,Quebec,664.5915072,0,0,975.42
2618,Newfoundland and Labrador.b,59,-64.375,Newfoundland and Labrador,609.0476215,0,0,1583.97
2619,Quebec.b,58.5,-64.375,Quebec,553.5144581,0,0,2008.93
262,British Columbia.a,55,-125,British Columbia,102.9316822,1266,0,2207.29
2620,Quebec.b,58,-64.375,Quebec,497.9956041,0,0,2037.75
2621,Quebec.b,57.5,-64.375,Quebec,442.4964455,0,0,1859.77
2622,Quebec.b,57,-64.375,Quebec,387.0254556,0,0,1885.42
2623,Quebec.b,56.5,-64.375,Quebec,331.596771,0,0,1698.6
2624,Quebec.b,56,-64.375,Quebec,276.2358598,0,0,1506
2625,Quebec.b,55.5,-64.375,Quebec,220.9936611,0,0,1525.61
2626,Quebec.b,55,-64.375,Quebec,165.9887426,0,0,1103.65
2627,Newfoundland and Labrador.b,54.5,-64.375,Newfoundland and Labrador,111.5725928,0,0,1340.99
2628,Newfoundland and Labrador.b,54,-64.375,Newfoundland and Labrador,59.3863675,0,0,905
2629,Newfoundland and Labrador.b,53.5,-64.375,Newfoundland and Labrador,28.0562691,0,0,1144.91
263,British Columbia.a,54.5,-125,British Columbia,47.340219,518,0,1787.98
2630,Newfoundland and Labrador.b,53,-64.375,Newfoundland and Labrador,65.0360225,0,0,2085.29
2631,Newfoundland and Labrador.b,52.5,-64.375,Newfoundland and Labrador,117.7044205,0,0,2343.98
2632,Newfoundland and Labrador.b,52,-64.375,Newfoundland and Labrador,94.2489364,0,0,2133.71
2633,Quebec.b,51.5,-64.375,Quebec,63.0426352,0,0,2397.42
2634,Quebec.b,51,-64.375,Quebec,75.5687186,0,0,2181.48
2635,Quebec.b,50.5,-64.375,Quebec,20.5421093,0,0,2450.13
2636,Quebec.b,50,-64.375,Quebec,36.26954,1187,1485.72,990.48
2637,Quebec.a,49.5,-64.375,Quebec,50.2260696,0,1501.26,1000.84
2638,Quebec.a,49,-64.375,Quebec,1.9806836,0,2527.79,0
2639,Quebec.a,48.5,-64.375,Quebec,4.4696592,3095,2297.97,255.33
264,British Columbia.a,54,-125,British Columbia,8.080914,1396,0,2036.24
2640,Quebec.a,48,-64.375,Quebec,24.7008317,0,2578.61,0
2641,New Brunswick.a,47.5,-64.375,New Brunswick,41.4085284,0,2603.72,0
2642,Prince Edward Island.a,47,-64.375,Prince Edward Island,35.285614,0,2628.63,0
2643,Prince Edward Island.a,46.5,-64.375,Prince Edward Island,20.3269142,14807,1857.34,796
2644,New Brunswick.a,46,-64.375,New Brunswick,10.6743943,34060,1606.72,1071.15
2645,Nova Scotia.a,45.5,-64.375,Nova Scotia,9.3761514,23054,0,2431.95
2646,Nova Scotia.a,45,-64.375,Nova Scotia,0.4247127,33703,817.88,1908.39
2647,Nova Scotia.a,44.5,-64.375,Nova Scotia,5.9782963,10789,275.02,2475.15
2648,Nova Scotia.a,44,-64.375,Nova Scotia,34.071604,2396,2773.86,0
2649,Nova Scotia.a,43.5,-64.375,Nova Scotia,65.4464791,0,2797.33,0
265,British Columbia.a,53.5,-125,British Columbia,61.6022451,1607,0,2289.83
2650,Newfoundland and Labrador.b,59.5,-63.75,Newfoundland and Labrador,664.2073963,0,1950.85,0
2651,Newfoundland and Labrador.b,59,-63.75,Newfoundland and Labrador,608.622385,0,1385.98,593.99
2652,Newfoundland and Labrador.b,58.5,-63.75,Newfoundland and Labrador,553.0398688,0,0,1607.15
2653,Newfoundland and Labrador.b,58,-63.75,Newfoundland and Labrador,497.4606839,0,0,1630.2
2654,Newfoundland and Labrador.b,57.5,-63.75,Newfoundland and Labrador,441.8860874,0,0,1653.12
2655,Newfoundland and Labrador.b,57,-63.75,Newfoundland and Labrador,386.3180596,0,0,1675.93
2656,Newfoundland and Labrador.b,56.5,-63.75,Newfoundland and Labrador,330.7599111,0,0,1698.6
2657,Quebec.b,56,-63.75,Quebec,275.2176249,0,0,1721.14
2658,Quebec.b,55.5,-63.75,Quebec,219.7032318,0,0,1743.56
2659,Quebec.b,55,-63.75,Quebec,164.2450173,0,0,1545.11
266,British Columbia.a,53,-125,British Columbia,116.8243444,38,0,2316.99
2660,Newfoundland and Labrador.b,54.5,-63.75,Newfoundland and Labrador,108.9288211,0,0,1787.98
2661,Newfoundland and Labrador.b,54,-63.75,Newfoundland and Labrador,54.1913012,0,0,905
2662,Newfoundland and Labrador.b,53.5,-63.75,Newfoundland and Labrador,13.7859663,0,0,1602.88
2663,Newfoundland and Labrador.b,53,-63.75,Newfoundland and Labrador,60.2125843,0,0,2085.29
2664,Newfoundland and Labrador.b,52.5,-63.75,Newfoundland and Labrador,115.0791225,0,0,2109.58
2665,Newfoundland and Labrador.b,52,-63.75,Newfoundland and Labrador,74.3613086,0,0,1896.63
2666,Quebec.b,51.5,-63.75,Quebec,24.1631592,0,0,2157.68
2667,Quebec.b,51,-63.75,Quebec,27.3425313,0,0,2181.48
2668,Quebec.b,50.5,-63.75,Quebec,27.205011,0,0,2205.12
2669,Quebec.b,50,-63.75,Quebec,30.7253503,3337,1238.1,1238.1
267,British Columbia.a,52.5,-125,British Columbia,172.2880414,0,0,2343.98
2670,Quebec.a,49.5,-63.75,Quebec,85.6162028,0,1000.84,1501.26
2671,Quebec.a,49,-63.75,Quebec,47.3553512,0,1769.45,758.34
2672,Quebec.a,48.5,-63.75,Quebec,44.0078403,0,2553.3,0
2673,Quebec.a,48,-63.75,Quebec,74.0229588,0,2578.61,0
2674,Quebec.a,47.5,-63.75,Quebec,53.4971799,0,2603.72,0
2675,Prince Edward Island.a,47,-63.75,Prince Edward Island,19.3377367,0,2628.63,0
2676,Prince Edward Island.a,46.5,-63.75,Prince Edward Island,8.8421058,1191,2653.35,0
2677,Prince Edward Island.a,46,-63.75,Prince Edward Island,19.0230888,72243,1338.93,1338.93
2678,Nova Scotia.a,45.5,-63.75,Nova Scotia,24.2226242,24089,1080.87,1621.3
2679,Nova Scotia.a,45,-63.75,Nova Scotia,16.3628608,53539,272.63,2453.65
268,British Columbia.a,52,-125,British Columbia,163.18519,616,0,2370.79
2680,Nova Scotia.a,44.5,-63.75,Nova Scotia,16.8502101,440027,825.05,1925.12
2681,Nova Scotia.a,44,-63.75,Nova Scotia,68.7332456,0,2773.86,0
2682,Newfoundland and Labrador.b,59,-63.125,Newfoundland and Labrador,610.626916,0,1979.97,0
2683,Newfoundland and Labrador.b,58.5,-63.125,Newfoundland and Labrador,555.2763857,0,1607.15,401.79
2684,Newfoundland and Labrador.b,58,-63.125,Newfoundland and Labrador,499.9805013,0,815.1,1222.65
2685,Newfoundland and Labrador.b,57.5,-63.125,Newfoundland and Labrador,444.7596453,0,0,2066.41
2686,Newfoundland and Labrador.b,57,-63.125,Newfoundland and Labrador,389.6457186,0,0,1885.42
2687,Newfoundland and Labrador.b,56.5,-63.125,Newfoundland and Labrador,334.6915496,0,0,1910.92
2688,Newfoundland and Labrador.b,56,-63.125,Newfoundland and Labrador,279.9912218,0,0,1936.29
2689,Newfoundland and Labrador.b,55.5,-63.125,Newfoundland and Labrador,225.7293485,0,0,1961.5
269,British Columbia.a,51.5,-125,British Columbia,112.8354226,0,0,2397.42
2690,Newfoundland and Labrador.b,55,-63.125,Newfoundland and Labrador,172.3206225,0,0,1765.84
2691,Newfoundland and Labrador.b,54.5,-63.125,Newfoundland and Labrador,120.9010287,0,0,2011.48
2692,Newfoundland and Labrador.b,54,-63.125,Newfoundland and Labrador,75.6420798,0,0,1809.99
2693,Newfoundland and Labrador.b,53.5,-63.125,Newfoundland and Labrador,54.8488233,0,0,1602.88
2694,Newfoundland and Labrador.b,53,-63.125,Newfoundland and Labrador,80.4802232,0,0,1621.9
2695,Newfoundland and Labrador.b,52.5,-63.125,Newfoundland and Labrador,130.4398706,0,0,1640.79
2696,Newfoundland and Labrador.b,52,-63.125,Newfoundland and Labrador,76.7509237,0,0,1659.55
2697,Quebec.b,51.5,-63.125,Quebec,30.8053642,0,0,2397.42
2698,Quebec.b,51,-63.125,Quebec,23.1558956,0,0,2423.87
2699,Quebec.b,50.5,-63.125,Quebec,13.3742214,0,0,2450.13
27,British Columbia.a,58.5,-133.125,British Columbia,245.7245884,0,0,2008.93
270,British Columbia.a,51,-125,British Columbia,70.8254751,0,0,2423.87
2700,Quebec.b,50,-63.125,Quebec,44.4504321,84,1485.72,990.48
2701,Quebec.a,49.5,-63.125,Quebec,93.0400897,0,1751.47,750.63
2702,Quebec.a,49,-63.125,Quebec,92.947772,177,758.34,1769.45
2703,Quebec.a,48.5,-63.125,Quebec,89.952905,0,2553.3,0
2704,Quebec.a,48,-63.125,Quebec,124.3406955,0,2578.61,0
2705,Quebec.a,47.5,-63.125,Quebec,82.6332496,0,2603.72,0
2706,Prince Edward Island.a,47,-63.125,Prince Edward Island,70.7896613,0,2628.63,0
2707,Prince Edward Island.a,46.5,-63.125,Prince Edward Island,23.2424261,0,2653.35,0
2708,Prince Edward Island.a,46,-63.125,Prince Edward Island,24.7610177,35820,803.36,1874.5
2709,Nova Scotia.a,45.5,-63.125,Nova Scotia,4.06286,31795,1621.3,1080.87
271,British Columbia.a,50.5,-125,British Columbia,51.7032976,2737,0,2205.12
2710,Nova Scotia.a,45,-63.125,Nova Scotia,18.9490255,6157,0,2726.28
2711,Nova Scotia.a,44.5,-63.125,Nova Scotia,31.6901041,10,1650.1,1100.07
2712,Nova Scotia.a,44,-63.125,Nova Scotia,83.3589047,0,0,2773.86
2713,Newfoundland and Labrador.b,58,-62.5,Newfoundland and Labrador,505.5091748,0,2037.75,0
2714,Newfoundland and Labrador.b,57.5,-62.5,Newfoundland and Labrador,451.0503094,0,619.92,1446.48
2715,Newfoundland and Labrador.b,57,-62.5,Newfoundland and Labrador,396.9066944,0,0,1466.43
2716,Newfoundland and Labrador.b,56.5,-62.5,Newfoundland and Labrador,343.2275531,0,0,1486.27
2717,Newfoundland and Labrador.b,56,-62.5,Newfoundland and Labrador,290.2706829,0,0,1506
2718,Newfoundland and Labrador.b,55.5,-62.5,Newfoundland and Labrador,238.5176569,0,0,1961.5
2719,Newfoundland and Labrador.b,55,-62.5,Newfoundland and Labrador,188.9602159,0,0,1986.57
272,British Columbia.a,50,-125,British Columbia,18.267626,1119,742.86,1733.35
2720,Newfoundland and Labrador.b,54.5,-62.5,Newfoundland and Labrador,143.8851662,0,0,2011.48
2721,Newfoundland and Labrador.b,54,-62.5,Newfoundland and Labrador,109.0027814,0,0,1583.74
2722,Newfoundland and Labrador.b,53.5,-62.5,Newfoundland and Labrador,96.1351087,0,0,2060.85
2723,Newfoundland and Labrador.b,53,-62.5,Newfoundland and Labrador,113.0663493,0,0,2085.29
2724,Newfoundland and Labrador.b,52.5,-62.5,Newfoundland and Labrador,145.0672241,0,0,2109.58
2725,Newfoundland and Labrador.b,52,-62.5,Newfoundland and Labrador,99.8305353,0,0,2133.71
2726,Quebec.b,51.5,-62.5,Quebec,76.0714841,0,0,2397.42
2727,Quebec.b,51,-62.5,Quebec,79.5698757,0,0,2423.87
2728,Quebec.b,50.5,-62.5,Quebec,29.8396869,0,0,2450.13
2729,Quebec.b,50,-62.5,Quebec,40.3928465,224,990.48,1485.72
273,British Columbia.a,49.5,-125,British Columbia,10.0988295,76365,1751.47,750.63
2730,Quebec.a,49.5,-62.5,Quebec,92.492651,0,2502.1,0
2731,Quebec.a,49,-62.5,Quebec,147.174496,0,758.34,1769.45
2732,Quebec.a,48.5,-62.5,Quebec,202.3558928,0,2553.3,0
2733,Quebec.a,48,-62.5,Quebec,172.383096,0,2578.61,0
2734,Quebec.a,47.5,-62.5,Quebec,117.0651779,0,2603.72,0
2735,Quebec.a,47,-62.5,Quebec,62.2472933,0,2365.77,262.86
2736,Prince Edward Island.a,46.5,-62.5,Prince Edward Island,13.278021,0,2653.35,0
2737,Prince Edward Island.a,46,-62.5,Prince Edward Island,10.8109676,5206,2142.29,535.57
2738,Nova Scotia.a,45.5,-62.5,Nova Scotia,14.0566576,22005,1351.09,1351.09
2739,Nova Scotia.a,45,-62.5,Nova Scotia,1.9095939,2161,0,2453.65
274,British Columbia.a,49,-125,British Columbia,31.0965977,46366,0,1769.45
2740,Nova Scotia.a,44.5,-62.5,Nova Scotia,48.2748409,0,2200.14,550.03
2741,Newfoundland and Labrador.b,57.5,-61.875,Newfoundland and Labrador,475.5578129,0,1859.77,206.64
2742,Newfoundland and Labrador.b,57,-61.875,Newfoundland and Labrador,420.7030363,0,1466.43,628.47
2743,Newfoundland and Labrador.b,56.5,-61.875,Newfoundland and Labrador,366.0720454,847,1486.27,636.97
2744,Newfoundland and Labrador.b,56,-61.875,Newfoundland and Labrador,311.7824986,0,1506,645.43
2745,Newfoundland and Labrador.b,55.5,-61.875,Newfoundland and Labrador,258.0499893,0,0,1743.56
2746,Newfoundland and Labrador.b,55,-61.875,Newfoundland and Labrador,205.3123331,0,0,1765.84
2747,Newfoundland and Labrador.b,54.5,-61.875,Newfoundland and Labrador,154.5910667,0,0,1787.98
2748,Newfoundland and Labrador.b,54,-61.875,Newfoundland and Labrador,108.7452454,0,0,1809.99
2749,Newfoundland and Labrador.b,53.5,-61.875,Newfoundland and Labrador,77.0360022,0,0,2060.85
275,British Columbia.a,48.5,-125,British Columbia,69.8543442,2317,510.66,2042.64
2750,Newfoundland and Labrador.b,53,-61.875,Newfoundland and Labrador,78.9015185,54,0,1853.59
2751,Newfoundland and Labrador.b,52.5,-61.875,Newfoundland and Labrador,112.6864692,0,0,1875.19
2752,Newfoundland and Labrador.b,52,-61.875,Newfoundland and Labrador,157.1109551,0,0,1896.63
2753,Quebec.b,51.5,-61.875,Quebec,141.466948,0,0,2157.68
